Field_Set,Field,Type,Example,Description
base,@timestamp,date,2016-05-23T08:05:34.853Z,Date/time when the event originated.
base,labels,object,"{""application"": ""foo-bar"", ""env"": ""production""}",Custom key/value pairs.
base,message,match_only_text,Hello World,Log message optimized for viewing in a log viewer.
base,tags,keyword,"[""production"", ""env2""]",List of keywords used to tag each event.
agent,agent.build.original,keyword,"metricbeat version 7.6.0 (amd64), libbeat 7.6.0 [6a23e8f8f30f5001ba344e4e54d8d9cb82cb107c built 2020-02-05 23:10:10 +0000 UTC]",Extended build information for the agent.
agent,agent.ephemeral_id,keyword,8a4f500f,Ephemeral identifier of this agent.
agent,agent.id,keyword,8a4f500d,Unique identifier of this agent.
agent,agent.name,keyword,foo,Custom name of the agent.
agent,agent.type,keyword,filebeat,Type of the agent.
agent,agent.version,keyword,6.0.0-rc2,Version of the agent.
client,client.address,keyword,,Client network address.
client,client.as.number,long,15169,Unique number allocated to the autonomous system.
client,client.as.organization.name,keyword,Google LLC,Organization name.
client,client.as.organization.name.text,match_only_text,Google LLC,Organization name.
client,client.bytes,long,184,Bytes sent from the client to the server.
client,client.domain,keyword,foo.example.com,The domain name of the client.
client,client.geo.city_name,keyword,Montreal,City name.
client,client.geo.continent_code,keyword,NA,Continent code.
client,client.geo.continent_name,keyword,North America,Name of the continent.
client,client.geo.country_iso_code,keyword,CA,Country ISO code.
client,client.geo.country_name,keyword,Canada,Country name.
client,client.geo.location,geo_point,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
client,client.geo.name,keyword,boston-dc,User-defined description of a location.
client,client.geo.postal_code,keyword,94040,Postal code.
client,client.geo.region_iso_code,keyword,CA-QC,Region ISO code.
client,client.geo.region_name,keyword,Quebec,Region name.
client,client.geo.timezone,keyword,America/Argentina/Buenos_Aires,Time zone.
client,client.ip,ip,,IP address of the client.
client,client.mac,keyword,00-00-5E-00-53-23,MAC address of the client.
client,client.nat.ip,ip,,Client NAT ip address
client,client.nat.port,long,,Client NAT port
client,client.packets,long,12,Packets sent from the client to the server.
client,client.port,long,,Port of the client.
client,client.registered_domain,keyword,example.com,"The highest registered client domain, stripped of the subdomain."
client,client.subdomain,keyword,east,The subdomain of the domain.
client,client.top_level_domain,keyword,co.uk,"The effective top level domain (com, org, net, co.uk)."
client,client.user.domain,keyword,,Name of the directory the user is a member of.
client,client.user.email,keyword,,User email address.
client,client.user.full_name,keyword,Albert Einstein,"User's full name, if available."
client,client.user.full_name.text,match_only_text,Albert Einstein,"User's full name, if available."
client,client.user.group.domain,keyword,,Name of the directory the group is a member of.
client,client.user.group.id,keyword,,Unique identifier for the group on the system/platform.
client,client.user.group.name,keyword,,Name of the group.
client,client.user.hash,keyword,,Unique user hash to correlate information for a user in anonymized form.
client,client.user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
client,client.user.name,keyword,a.einstein,Short name or login of the user.
client,client.user.name.text,match_only_text,a.einstein,Short name or login of the user.
client,client.user.roles,keyword,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
cloud,cloud.account.id,keyword,666777888999,The cloud account or organization id.
cloud,cloud.account.name,keyword,elastic-dev,The cloud account name.
cloud,cloud.availability_zone,keyword,us-east-1c,"Availability zone in which this host, resource, or service is located."
cloud,cloud.instance.id,keyword,i-1234567890abcdef0,Instance ID of the host machine.
cloud,cloud.instance.name,keyword,,Instance name of the host machine.
cloud,cloud.machine.type,keyword,t2.medium,Machine type of the host machine.
cloud,cloud.origin.account.id,keyword,666777888999,The cloud account or organization id.
cloud,cloud.origin.account.name,keyword,elastic-dev,The cloud account name.
cloud,cloud.origin.availability_zone,keyword,us-east-1c,"Availability zone in which this host, resource, or service is located."
cloud,cloud.origin.instance.id,keyword,i-1234567890abcdef0,Instance ID of the host machine.
cloud,cloud.origin.instance.name,keyword,,Instance name of the host machine.
cloud,cloud.origin.machine.type,keyword,t2.medium,Machine type of the host machine.
cloud,cloud.origin.project.id,keyword,my-project,The cloud project id.
cloud,cloud.origin.project.name,keyword,my project,The cloud project name.
cloud,cloud.origin.provider,keyword,aws,Name of the cloud provider.
cloud,cloud.origin.region,keyword,us-east-1,"Region in which this host, resource, or service is located."
cloud,cloud.origin.service.name,keyword,lambda,The cloud service name.
cloud,cloud.project.id,keyword,my-project,The cloud project id.
cloud,cloud.project.name,keyword,my project,The cloud project name.
cloud,cloud.provider,keyword,aws,Name of the cloud provider.
cloud,cloud.region,keyword,us-east-1,"Region in which this host, resource, or service is located."
cloud,cloud.service.name,keyword,lambda,The cloud service name.
cloud,cloud.target.account.id,keyword,666777888999,The cloud account or organization id.
cloud,cloud.target.account.name,keyword,elastic-dev,The cloud account name.
cloud,cloud.target.availability_zone,keyword,us-east-1c,"Availability zone in which this host, resource, or service is located."
cloud,cloud.target.instance.id,keyword,i-1234567890abcdef0,Instance ID of the host machine.
cloud,cloud.target.instance.name,keyword,,Instance name of the host machine.
cloud,cloud.target.machine.type,keyword,t2.medium,Machine type of the host machine.
cloud,cloud.target.project.id,keyword,my-project,The cloud project id.
cloud,cloud.target.project.name,keyword,my project,The cloud project name.
cloud,cloud.target.provider,keyword,aws,Name of the cloud provider.
cloud,cloud.target.region,keyword,us-east-1,"Region in which this host, resource, or service is located."
cloud,cloud.target.service.name,keyword,lambda,The cloud service name.
container,container.cpu.usage,scaled_float,,"Percent CPU used, between 0 and 1."
container,container.disk.read.bytes,long,,The number of bytes read by all disks.
container,container.disk.write.bytes,long,,The number of bytes written on all disks.
container,container.id,keyword,,Unique container id.
container,container.image.hash.all,keyword,[sha256:f8fefc80e3273dc756f288a63945820d6476ad64883892c771b5e2ece6bf1b26],An array of digests of the image the container was built on.
container,container.image.name,keyword,,Name of the image the container was built on.
container,container.image.tag,keyword,,Container image tags.
container,container.labels,object,,Image labels.
container,container.memory.usage,scaled_float,,"Percent memory used, between 0 and 1."
container,container.name,keyword,,Container name.
container,container.network.egress.bytes,long,,The number of bytes sent on all network interfaces.
container,container.network.ingress.bytes,long,,The number of bytes received on all network interfaces.
container,container.runtime,keyword,docker,Runtime managing this container.
container,container.security_context.privileged,boolean,,Indicates whether the container is running in privileged mode.
data_stream,data_stream.dataset,constant_keyword,nginx.access,The field can contain anything that makes sense to signify the source of the data.
data_stream,data_stream.namespace,constant_keyword,production,A user defined namespace. Namespaces are useful to allow grouping of data.
data_stream,data_stream.type,constant_keyword,logs,An overarching type for the data stream.
destination,destination.address,keyword,,Destination network address.
destination,destination.as.number,long,15169,Unique number allocated to the autonomous system.
destination,destination.as.organization.name,keyword,Google LLC,Organization name.
destination,destination.as.organization.name.text,match_only_text,Google LLC,Organization name.
destination,destination.bytes,long,184,Bytes sent from the destination to the source.
destination,destination.domain,keyword,foo.example.com,The domain name of the destination.
destination,destination.geo.city_name,keyword,Montreal,City name.
destination,destination.geo.continent_code,keyword,NA,Continent code.
destination,destination.geo.continent_name,keyword,North America,Name of the continent.
destination,destination.geo.country_iso_code,keyword,CA,Country ISO code.
destination,destination.geo.country_name,keyword,Canada,Country name.
destination,destination.geo.location,geo_point,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
destination,destination.geo.name,keyword,boston-dc,User-defined description of a location.
destination,destination.geo.postal_code,keyword,94040,Postal code.
destination,destination.geo.region_iso_code,keyword,CA-QC,Region ISO code.
destination,destination.geo.region_name,keyword,Quebec,Region name.
destination,destination.geo.timezone,keyword,America/Argentina/Buenos_Aires,Time zone.
destination,destination.ip,ip,,IP address of the destination.
destination,destination.mac,keyword,00-00-5E-00-53-23,MAC address of the destination.
destination,destination.nat.ip,ip,,Destination NAT ip
destination,destination.nat.port,long,,Destination NAT Port
destination,destination.packets,long,12,Packets sent from the destination to the source.
destination,destination.port,long,,Port of the destination.
destination,destination.registered_domain,keyword,example.com,"The highest registered destination domain, stripped of the subdomain."
destination,destination.subdomain,keyword,east,The subdomain of the domain.
destination,destination.top_level_domain,keyword,co.uk,"The effective top level domain (com, org, net, co.uk)."
destination,destination.user.domain,keyword,,Name of the directory the user is a member of.
destination,destination.user.email,keyword,,User email address.
destination,destination.user.full_name,keyword,Albert Einstein,"User's full name, if available."
destination,destination.user.full_name.text,match_only_text,Albert Einstein,"User's full name, if available."
destination,destination.user.group.domain,keyword,,Name of the directory the group is a member of.
destination,destination.user.group.id,keyword,,Unique identifier for the group on the system/platform.
destination,destination.user.group.name,keyword,,Name of the group.
destination,destination.user.hash,keyword,,Unique user hash to correlate information for a user in anonymized form.
destination,destination.user.id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
destination,destination.user.name,keyword,a.einstein,Short name or login of the user.
destination,destination.user.name.text,match_only_text,a.einstein,Short name or login of the user.
destination,destination.user.roles,keyword,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
device,device.id,keyword,00000000-54b3-e7c7-0000-000046bffd97,The unique identifier of a device.
device,device.manufacturer,keyword,Samsung,The vendor name of the device manufacturer.
device,device.model.identifier,keyword,SM-G920F,The machine readable identifier of the device model.
device,device.model.name,keyword,Samsung Galaxy S6,The human readable marketing name of the device model.
device,device.serial_number,keyword,DJGAQS4CW5,Serial Number of the device
dll,dll.code_signature.digest_algorithm,keyword,sha256,Hashing algorithm used to sign the process.
dll,dll.code_signature.exists,boolean,TRUE,Boolean to capture if a signature is present.
dll,dll.code_signature.flags,keyword,570522385,Code signing flags of the process
dll,dll.code_signature.signing_id,keyword,com.apple.xpc.proxy,The identifier used to sign the process.
dll,dll.code_signature.status,keyword,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
dll,dll.code_signature.subject_name,keyword,Microsoft Corporation,Subject name of the code signer
dll,dll.code_signature.team_id,keyword,EQHXZ8M8AV,The team identifier used to sign the process.
dll,dll.code_signature.timestamp,date,2021-01-01T12:10:30Z,When the signature was generated and signed.
dll,dll.code_signature.trusted,boolean,TRUE,Stores the trust status of the certificate chain.
dll,dll.code_signature.valid,boolean,TRUE,Boolean to capture if the digital signature is verified against the binary content.
dll,dll.hash.cdhash,keyword,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.
dll,dll.hash.md5,keyword,,MD5 hash.
dll,dll.hash.sha1,keyword,,SHA1 hash.
dll,dll.hash.sha256,keyword,,SHA256 hash.
dll,dll.hash.sha384,keyword,,SHA384 hash.
dll,dll.hash.sha512,keyword,,SHA512 hash.
dll,dll.hash.ssdeep,keyword,,SSDEEP hash.
dll,dll.hash.tlsh,keyword,,TLSH hash.
dll,dll.name,keyword,kernel32.dll,Name of the library.
dll,dll.path,keyword,C:\Windows\System32\kernel32.dll,Full file path of the library.
dll,dll.pe.architecture,keyword,x64,CPU architecture target for the file.
dll,dll.pe.company,keyword,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
dll,dll.pe.description,keyword,Paint,"Internal description of the file, provided at compile-time."
dll,dll.pe.file_version,keyword,6.3.9600.17415,Process name.
dll,dll.pe.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.
dll,dll.pe.go_imports,flattened,,List of imported Go language element names and types.
dll,dll.pe.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
dll,dll.pe.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
dll,dll.pe.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
dll,dll.pe.imphash,keyword,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.
dll,dll.pe.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.
dll,dll.pe.imports,flattened,,List of imported element names and types.
dll,dll.pe.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
dll,dll.pe.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
dll,dll.pe.original_file_name,keyword,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
dll,dll.pe.pehash,keyword,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.
dll,dll.pe.product,keyword,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
dll,dll.pe.sections,nested,,Section information of the PE file.
dll,dll.pe.sections.entropy,long,,Shannon entropy calculation from the section.
dll,dll.pe.sections.name,keyword,,PE Section List name.
dll,dll.pe.sections.physical_size,long,,PE Section List physical size.
dll,dll.pe.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
dll,dll.pe.sections.virtual_size,long,,PE Section List virtual size. This is always the same as `physical_size`.
dns,dns.answers,object,,Array of DNS answers.
dns,dns.answers.class,keyword,IN,The class of DNS data contained in this resource record.
dns,dns.answers.data,keyword,10.10.10.10,The data describing the resource.
dns,dns.answers.name,keyword,www.example.com,The domain name to which this resource record pertains.
dns,dns.answers.ttl,long,180,The time interval in seconds that this resource record may be cached before it should be discarded.
dns,dns.answers.type,keyword,CNAME,The type of data contained in this resource record.
dns,dns.header_flags,keyword,"[""RD"", ""RA""]",Array of DNS header flags.
dns,dns.id,keyword,62111,The DNS packet identifier assigned by the program that generated the query. The identifier is copied to the response.
dns,dns.op_code,keyword,QUERY,The DNS operation code that specifies the kind of query in the message.
dns,dns.question.class,keyword,IN,The class of records being queried.
dns,dns.question.name,keyword,www.example.com,The name being queried.
dns,dns.question.registered_domain,keyword,example.com,"The highest registered domain, stripped of the subdomain."
dns,dns.question.subdomain,keyword,www,The subdomain of the domain.
dns,dns.question.top_level_domain,keyword,co.uk,"The effective top level domain (com, org, net, co.uk)."
dns,dns.question.type,keyword,AAAA,The type of record being queried.
dns,dns.resolved_ip,ip,"[""10.10.10.10"", ""10.10.10.11""]",Array containing all IPs seen in answers.data
dns,dns.response_code,keyword,NOERROR,The DNS response code.
dns,dns.type,keyword,answer,"The type of DNS event captured, query or answer."
ecs,ecs.version,keyword,1.0.0,ECS version this event conforms to.
email,email.attachments,nested,,List of objects describing the attachments.
email,email.attachments.file.extension,keyword,txt,Attachment file extension.
email,email.attachments.file.hash.cdhash,keyword,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.
email,email.attachments.file.hash.md5,keyword,,MD5 hash.
email,email.attachments.file.hash.sha1,keyword,,SHA1 hash.
email,email.attachments.file.hash.sha256,keyword,,SHA256 hash.
email,email.attachments.file.hash.sha384,keyword,,SHA384 hash.
email,email.attachments.file.hash.sha512,keyword,,SHA512 hash.
email,email.attachments.file.hash.ssdeep,keyword,,SSDEEP hash.
email,email.attachments.file.hash.tlsh,keyword,,TLSH hash.
email,email.attachments.file.mime_type,keyword,text/plain,MIME type of the attachment file.
email,email.attachments.file.name,keyword,attachment.txt,Name of the attachment file.
email,email.attachments.file.size,long,64329,Attachment file size.
email,email.bcc.address,keyword,bcc.user1@example.com,Email address of BCC recipient
email,email.cc.address,keyword,cc.user1@example.com,Email address of CC recipient
email,email.content_type,keyword,text/plain,MIME type of the email message.
email,email.delivery_timestamp,date,2020-11-10T22:12:34.8196921Z,Date and time when message was delivered.
email,email.direction,keyword,inbound,Direction of the message.
email,email.from.address,keyword,sender@example.com,The sender's email address.
email,email.local_id,keyword,c26dbea0-80d5-463b-b93c-4e8b708219ce,Unique identifier given by the source.
email,email.message_id,wildcard,81ce15$8r2j59@mail01.example.com,Value from the Message-ID header.
email,email.origination_timestamp,date,2020-11-10T22:12:34.8196921Z,Date and time the email was composed.
email,email.reply_to.address,keyword,reply.here@example.com,Address replies should be delivered to.
email,email.sender.address,keyword,,Address of the message sender.
email,email.subject,keyword,Please see this important message.,The subject of the email message.
email,email.subject.text,match_only_text,Please see this important message.,The subject of the email message.
email,email.to.address,keyword,user1@example.com,Email address of recipient
email,email.x_mailer,keyword,Spambot v2.5,Application that drafted email.
error,error.code,keyword,,Error code describing the error.
error,error.id,keyword,,Unique identifier for the error.
error,error.message,match_only_text,,Error message.
error,error.stack_trace,wildcard,,The stack trace of this error in plain text.
error,error.stack_trace.text,match_only_text,,The stack trace of this error in plain text.
error,error.type,keyword,java.lang.NullPointerException,"The type of the error, for example the class name of the exception."
event,event.action,keyword,user-password-change,The action captured by the event.
event,event.agent_id_status,keyword,verified,Validation status of the event's agent.id field.
event,event.category,keyword,authentication,Event category. The second categorization field in the hierarchy.
event,event.code,keyword,4648,Identification code for this event.
event,event.created,date,2016-05-23T08:05:34.857Z,Time when the event was first read by an agent or by your pipeline.
event,event.dataset,keyword,apache.access,Name of the dataset.
event,event.duration,long,,Duration of the event in nanoseconds.
event,event.end,date,,`event.end` contains the date when the event ended or when the activity was last observed.
event,event.hash,keyword,123456789012345678901234567890ABCD,Hash (perhaps logstash fingerprint) of raw field to be able to demonstrate log integrity.
event,event.id,keyword,8a4f500d,Unique ID to describe the event.
event,event.ingested,date,2016-05-23T08:05:35.101Z,Timestamp when an event arrived in the central data store.
event,event.kind,keyword,alert,The kind of the event. The highest categorization field in the hierarchy.
event,event.module,keyword,apache,Name of the module this data is coming from.
event,event.original,keyword,Sep 19 08:26:10 host CEF:0&#124;Security&#124; threatmanager&#124;1.0&#124;100&#124; worm successfully stopped&#124;10&#124;src=10.0.0.1 dst=2.1.2.2spt=1232,Raw text message of entire event.
event,event.outcome,keyword,success,The outcome of the event. The lowest level categorization field in the hierarchy.
event,event.provider,keyword,kernel,Source of the event.
event,event.reason,keyword,Terminated an unexpected process,"Reason why this event happened, according to the source"
event,event.reference,keyword,https://system.example.com/event/#0001234,Event reference URL
event,event.risk_score,float,,Risk score or priority of the event (e.g. security solutions). Use your system's original value here.
event,event.risk_score_norm,float,,Normalized risk score or priority of the event (0-100).
event,event.sequence,long,,Sequence number of the event.
event,event.severity,long,7,Numeric severity of the event.
event,event.start,date,,`event.start` contains the date when the event started or when the activity was first observed.
event,event.timezone,keyword,,Event time zone.
event,event.type,keyword,,Event type. The third categorization field in the hierarchy.
event,event.url,keyword,https://mysystem.example.com/alert/5271dedb-f5b0-4218-87f0-4ac4870a38fe,Event investigation URL
faas,faas.coldstart,boolean,,Boolean value indicating a cold start of a function.
faas,faas.execution,keyword,af9d5aa4-a685-4c5f-a22b-444f80b3cc28,The execution ID of the current function execution.
faas,faas.id,keyword,arn:aws:lambda:us-west-2:123456789012:function:my-function,The unique identifier of a serverless function.
faas,faas.name,keyword,my-function,The name of a serverless function.
faas,faas.trigger.request_id,keyword,123456789,"The ID of the trigger request , message, event, etc."
faas,faas.trigger.type,keyword,http,The trigger for the function execution.
faas,faas.version,keyword,123,The version of a serverless function.
file,file.accessed,date,,Last time the file was accessed.
file,file.attributes,keyword,"[""readonly"", ""system""]",Array of file attributes.
file,file.code_signature.digest_algorithm,keyword,sha256,Hashing algorithm used to sign the process.
file,file.code_signature.exists,boolean,TRUE,Boolean to capture if a signature is present.
file,file.code_signature.flags,keyword,570522385,Code signing flags of the process
file,file.code_signature.signing_id,keyword,com.apple.xpc.proxy,The identifier used to sign the process.
file,file.code_signature.status,keyword,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.
file,file.code_signature.subject_name,keyword,Microsoft Corporation,Subject name of the code signer
file,file.code_signature.team_id,keyword,EQHXZ8M8AV,The team identifier used to sign the process.
file,file.code_signature.timestamp,date,2021-01-01T12:10:30Z,When the signature was generated and signed.
file,file.code_signature.trusted,boolean,TRUE,Stores the trust status of the certificate chain.
file,file.code_signature.valid,boolean,TRUE,Boolean to capture if the digital signature is verified against the binary content.
file,file.created,date,,File creation time.
file,file.ctime,date,,Last time the file attributes or metadata changed.
file,file.device,keyword,sda,Device that is the source of the file.
file,file.directory,keyword,/home/alice,Directory where the file is located.
file,file.drive_letter,keyword,C,Drive letter where the file is located.
file,file.elf.architecture,keyword,x86-64,Machine architecture of the ELF file.
file,file.elf.byte_order,keyword,Little Endian,Byte sequence of ELF file.
file,file.elf.cpu_type,keyword,Intel,CPU type of the ELF file.
file,file.elf.creation_date,date,,Build or compile date.
file,file.elf.exports,flattened,,List of exported element names and types.
file,file.elf.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.
file,file.elf.go_imports,flattened,,List of imported Go language element names and types.
file,file.elf.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
file,file.elf.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
file,file.elf.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
file,file.elf.header.abi_version,keyword,,Version of the ELF Application Binary Interface (ABI).
file,file.elf.header.class,keyword,,Header class of the ELF file.
file,file.elf.header.data,keyword,,Data table of the ELF header.
file,file.elf.header.entrypoint,long,,Header entrypoint of the ELF file.
file,file.elf.header.object_version,keyword,,"""0x1"" for original ELF files."
file,file.elf.header.os_abi,keyword,,Application Binary Interface (ABI) of the Linux OS.
file,file.elf.header.type,keyword,,Header type of the ELF file.
file,file.elf.header.version,keyword,,Version of the ELF header.
file,file.elf.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.
file,file.elf.imports,flattened,,List of imported element names and types.
file,file.elf.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
file,file.elf.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
file,file.elf.sections,nested,,Section information of the ELF file.
file,file.elf.sections.chi2,long,,Chi-square probability distribution of the section.
file,file.elf.sections.entropy,long,,Shannon entropy calculation from the section.
file,file.elf.sections.flags,keyword,,ELF Section List flags.
file,file.elf.sections.name,keyword,,ELF Section List name.
file,file.elf.sections.physical_offset,keyword,,ELF Section List offset.
file,file.elf.sections.physical_size,long,,ELF Section List physical size.
file,file.elf.sections.type,keyword,,ELF Section List type.
file,file.elf.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
file,file.elf.sections.virtual_address,long,,ELF Section List virtual address.
file,file.elf.sections.virtual_size,long,,ELF Section List virtual size.
file,file.elf.segments,nested,,ELF object segment list.
file,file.elf.segments.sections,keyword,,ELF object segment sections.
file,file.elf.segments.type,keyword,,ELF object segment type.
file,file.elf.shared_libraries,keyword,,List of shared libraries used by this ELF object.
file,file.elf.telfhash,keyword,,telfhash hash for ELF file.
file,file.extension,keyword,png,"File extension, excluding the leading dot."
file,file.fork_name,keyword,Zone.Identifer,A fork is additional data associated with a filesystem object.
file,file.gid,keyword,1001,Primary group ID (GID) of the file.
file,file.group,keyword,alice,Primary group name of the file.
file,file.hash.cdhash,keyword,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.
file,file.hash.md5,keyword,,MD5 hash.
file,file.hash.sha1,keyword,,SHA1 hash.
file,file.hash.sha256,keyword,,SHA256 hash.
file,file.hash.sha384,keyword,,SHA384 hash.
file,file.hash.sha512,keyword,,SHA512 hash.
file,file.hash.ssdeep,keyword,,SSDEEP hash.
file,file.hash.tlsh,keyword,,TLSH hash.
file,file.inode,keyword,256383,Inode representing the file in the filesystem.
file,file.macho.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a Mach-O file.
file,file.macho.go_imports,flattened,,List of imported Go language element names and types.
file,file.macho.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
file,file.macho.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
file,file.macho.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
file,file.macho.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a Mach-O file.
file,file.macho.imports,flattened,,List of imported element names and types.
file,file.macho.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
file,file.macho.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
file,file.macho.sections,nested,,Section information of the Mach-O file.
file,file.macho.sections.entropy,long,,Shannon entropy calculation from the section.
file,file.macho.sections.name,keyword,,Mach-O Section List name.
file,file.macho.sections.physical_size,long,,Mach-O Section List physical size.
file,file.macho.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
file,file.macho.sections.virtual_size,long,,Mach-O Section List virtual size. This is always the same as `physical_size`.
file,file.macho.symhash,keyword,d3ccf195b62a9279c3c19af1080497ec,A hash of the imports in a Mach-O file.
file,file.mime_type,keyword,,"Media type of file, document, or arrangement of bytes."
file,file.mode,keyword,640,Mode of the file in octal representation.
file,file.mtime,date,,Last time the file content was modified.
file,file.name,keyword,example.png,"Name of the file including the extension, without the directory."
file,file.owner,keyword,alice,File owner's username.
file,file.path,keyword,/home/alice/example.png,"Full path to the file, including the file name."
file,file.path.text,match_only_text,/home/alice/example.png,"Full path to the file, including the file name."
file,file.pe.architecture,keyword,x64,CPU architecture target for the file.
file,file.pe.company,keyword,Microsoft Corporation,"Internal company name of the file, provided at compile-time."
file,file.pe.description,keyword,Paint,"Internal description of the file, provided at compile-time."
file,file.pe.file_version,keyword,6.3.9600.17415,Process name.
file,file.pe.go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.
file,file.pe.go_imports,flattened,,List of imported Go language element names and types.
file,file.pe.go_imports_names_entropy,long,,Shannon entropy calculation from the list of Go imports.
file,file.pe.go_imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of Go imports.
file,file.pe.go_stripped,boolean,,Whether the file is a stripped or obfuscated Go executable.
file,file.pe.imphash,keyword,0c6803c4e922103c4dca5963aad36ddf,A hash of the imports in a PE file.
file,file.pe.import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a PE file.
file,file.pe.imports,flattened,,List of imported element names and types.
file,file.pe.imports_names_entropy,long,,Shannon entropy calculation from the list of imported element names and types.
file,file.pe.imports_names_var_entropy,long,,Variance for Shannon entropy calculation from the list of imported element names and types.
file,file.pe.original_file_name,keyword,MSPAINT.EXE,"Internal name of the file, provided at compile-time."
file,file.pe.pehash,keyword,73ff189b63cd6be375a7ff25179a38d347651975,A hash of the PE header and data from one or more PE sections.
file,file.pe.product,keyword,Microsoft® Windows® Operating System,"Internal product name of the file, provided at compile-time."
file,file.pe.sections,nested,,Section information of the PE file.
file,file.pe.sections.entropy,long,,Shannon entropy calculation from the section.
file,file.pe.sections.name,keyword,,PE Section List name.
file,file.pe.sections.physical_size,long,,PE Section List physical size.
file,file.pe.sections.var_entropy,long,,Variance for Shannon entropy calculation from the section.
file,file.pe.sections.virtual_size,long,,PE Section List virtual size. This is always the same as `physical_size`.
file,file.size,long,16384,File size in bytes.
file,file.target_path,keyword,,Target path for symlinks.
file,file.target_path.text,match_only_text,,Target path for symlinks.
file,file.type,keyword,file,"File type (file, dir, or symlink)."
file,file.uid,keyword,1001,The user ID (UID) or security identifier (SID) of the file owner.
file,file.x509.alternative_names,keyword,*.elastic.co,List of subject alternative names (SAN).
file,file.x509.issuer.common_name,keyword,Example SHA2 High Assurance Server CA,List of common name (CN) of issuing certificate authority.
file,file.x509.issuer.country,keyword,US,List of country \(C) codes
file,file.x509.issuer.distinguished_name,keyword,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA",Distinguished name (DN) of issuing certificate authority.
file,file.x509.issuer.locality,keyword,Mountain View,List of locality names (L)
file,file.x509.issuer.organization,keyword,Example Inc,List of organizations (O) of issuing certificate authority.
file,file.x509.issuer.organizational_unit,keyword,www.example.com,List of organizational units (OU) of issuing certificate authority.
file,file.x509.issuer.state_or_province,keyword,California,"List of state or province names (ST, S, or P)"
file,file.x509.not_after,date,2020-07-16T03:15:39Z,Time at which the certificate is no longer considered valid.
file,file.x509.not_before,date,2019-08-16T01:40:25Z,Time at which the certificate is first considered valid.
file,file.x509.public_key_algorithm,keyword,RSA,Algorithm used to generate the public key.
file,file.x509.public_key_curve,keyword,nistp521,The curve used by the elliptic curve public key algorithm. This is algorithm specific.
